payment_id,order_id,payment_method,gateway_name,payment_status,pg_metadata
PAY-4354,ORD-90339,Credit Card,PayU,Success,"{""bank_reference_no"": ""HDFC3526147677"", ""error_code"": null, ""processing_fee_inr"": 14.64, ""merchant_vpa"": null, ""ip_address"": ""61.6.32.66""}"
PAY-4355,ORD-90041,UPI,PayU,Success,"{""bank_reference_no"": ""YESB2178229686"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""38.21.226.235""}"
PAY-4356,ORD-90067,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""YESB7934038104"", ""error_code"": null, ""processing_fee_inr"": 33.18, ""merchant_vpa"": null, ""ip_address"": ""52.0.98.222""}"
PAY-4357,ORD-90634,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""AXIS9326907907"", ""error_code"": null, ""processing_fee_inr"": 2.52, ""merchant_vpa"": null, ""ip_address"": ""151.244.140.66""}"
PAY-4358,ORD-90026,COD,PhonePe,Success,"{""bank_reference_no"": ""HDFC7298942042"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""201.229.166.123""}"
PAY-4359,ORD-90246,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC5496678921"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""69.118.156.23""}"
PAY-4360,ORD-90473,COD,BillDesk,Success,"{""bank_reference_no"": ""SBIN5317126240"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""70.46.28.145""}"
PAY-4361,ORD-90706,UPI,Razorpay,Success,"{""bank_reference_no"": ""YESB4468928756"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""187.236.185.25""}"
PAY-4362,ORD-90729,COD,PayU,Success,"{""bank_reference_no"": ""AXIS5113615245"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""160.245.174.157""}"
PAY-4363,ORD-90151,COD,PayU,Failed,"{""bank_reference_no"": ""FAIL2334901018"", ""error_code"": ""ERR_GATEWAY_COMMUNICATION_FAILURE"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""149.24.235.113""}"
PAY-4364,ORD-90327,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS9693114876"", ""error_code"": null, ""processing_fee_inr"": 49.27, ""merchant_vpa"": null, ""ip_address"": ""154.74.176.78""}"
PAY-4365,ORD-90256,COD,PhonePe,Failed,"{""bank_reference_no"": ""FAIL3033995711"", ""error_code"": ""ERR_INCORRECT_OTP"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""59.17.101.189""}"
PAY-4366,ORD-90552,Net Banking,PhonePe,Success,"{""bank_reference_no"": ""YESB4410681286"", ""error_code"": null, ""processing_fee_inr"": 30.05, ""merchant_vpa"": null, ""ip_address"": ""209.165.114.61""}"
PAY-4367,ORD-90532,Debit Card,BillDesk,Success,"{""bank_reference_no"": ""HDFC7980819764"", ""error_code"": null, ""processing_fee_inr"": 7.71, ""merchant_vpa"": null, ""ip_address"": ""195.63.242.154""}"
PAY-4368,ORD-90394,UPI,Razorpay,Success,"{""bank_reference_no"": ""HDFC6915867055"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""45.157.131.57""}"
PAY-4369,ORD-90069,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""ICIC8741193643"", ""error_code"": null, ""processing_fee_inr"": 6.18, ""merchant_vpa"": null, ""ip_address"": ""111.183.12.59""}"
PAY-4370,ORD-90260,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""HDFC9829550644"", ""error_code"": null, ""processing_fee_inr"": 8.35, ""merchant_vpa"": null, ""ip_address"": ""113.187.67.51""}"
PAY-4371,ORD-90737,Net Banking,BillDesk,Success,"{""bank_reference_no"": ""HDFC2765695439"", ""error_code"": null, ""processing_fee_inr"": 53.6, ""merchant_vpa"": null, ""ip_address"": ""55.134.30.201""}"
PAY-4372,ORD-90749,Debit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS6943891262"", ""error_code"": null, ""processing_fee_inr"": 32.96, ""merchant_vpa"": null, ""ip_address"": ""81.212.15.199""}"
PAY-4373,ORD-90600,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""SBIN5406516541"", ""error_code"": null, ""processing_fee_inr"": 20.31, ""merchant_vpa"": null, ""ip_address"": ""155.118.147.227""}"
PAY-4374,ORD-90580,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""HDFC9642713632"", ""error_code"": null, ""processing_fee_inr"": 6.37, ""merchant_vpa"": null, ""ip_address"": ""170.26.226.72""}"
PAY-4375,ORD-90483,Credit Card,PayU,Success,"{""bank_reference_no"": ""YESB7480667587"", ""error_code"": null, ""processing_fee_inr"": 16.5, ""merchant_vpa"": null, ""ip_address"": ""145.29.221.16""}"
PAY-4376,ORD-90160,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""ICIC2044331936"", ""error_code"": null, ""processing_fee_inr"": 5.93, ""merchant_vpa"": null, ""ip_address"": ""81.125.67.20""}"
PAY-4377,ORD-90092,UPI,PhonePe,Failed,"{""bank_reference_no"": ""FAIL6831464530"", ""error_code"": ""ERR_UPI_PIN_EXCEEDED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""147.198.103.176""}"
PAY-4378,ORD-90088,Net Banking,PayU,Failed,"{""bank_reference_no"": ""FAIL6767712944"", ""error_code"": ""ERR_INCORRECT_OTP"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""219.59.149.122""}"
PAY-4379,ORD-90308,COD,PayU,Pending,"{""bank_reference_no"": ""PEND1246177424"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""73.43.8.76""}"
PAY-4380,ORD-90468,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS2476678923"", ""error_code"": null, ""processing_fee_inr"": 9.32, ""merchant_vpa"": null, ""ip_address"": ""1.205.51.155""}"
PAY-4381,ORD-90102,Credit Card,PayU,Success,"{""bank_reference_no"": ""HDFC2466954340"", ""error_code"": null, ""processing_fee_inr"": 7.49, ""merchant_vpa"": null, ""ip_address"": ""65.246.73.51""}"
PAY-4382,ORD-90465,Credit Card,BillDesk,Failed,"{""bank_reference_no"": ""FAIL9431299488"", ""error_code"": ""ERR_UPI_PIN_EXCEEDED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""77.196.188.180""}"
PAY-4383,ORD-90435,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC5745285588"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""61.8.136.89""}"
PAY-4384,ORD-90690,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""AXIS9605813398"", ""error_code"": null, ""processing_fee_inr"": 488.18, ""merchant_vpa"": null, ""ip_address"": ""55.174.243.41""}"
PAY-4385,ORD-90267,UPI,PayU,Failed,"{""bank_reference_no"": ""FAIL8473592668"", ""error_code"": ""ERR_TRANSACTION_TIMEOUT"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""52.194.176.113""}"
PAY-4386,ORD-90276,UPI,Razorpay,Success,"{""bank_reference_no"": ""SBIN1042486233"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""178.183.247.210""}"
PAY-4387,ORD-90332,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC6542982627"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""212.250.130.182""}"
PAY-4388,ORD-90049,UPI,PhonePe,Success,"{""bank_reference_no"": ""HDFC5188921469"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""104.203.211.192""}"
PAY-4389,ORD-90497,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC6043513610"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""145.106.34.10""}"
PAY-4390,ORD-90073,Net Banking,PayU,Success,"{""bank_reference_no"": ""ICIC1841760174"", ""error_code"": null, ""processing_fee_inr"": 19.84, ""merchant_vpa"": null, ""ip_address"": ""29.145.135.109""}"
PAY-4391,ORD-90233,UPI,Razorpay,Success,"{""bank_reference_no"": ""HDFC5884423780"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""30.37.57.216""}"
PAY-4392,ORD-90258,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""SBIN5020579466"", ""error_code"": null, ""processing_fee_inr"": 22.82, ""merchant_vpa"": null, ""ip_address"": ""45.203.225.198""}"
PAY-4393,ORD-90096,UPI,PhonePe,Pending,"{""bank_reference_no"": ""PEND9081684463"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""179.164.100.156""}"
PAY-4394,ORD-90329,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""HDFC4969217513"", ""error_code"": null, ""processing_fee_inr"": 1001.11, ""merchant_vpa"": null, ""ip_address"": ""39.24.209.106""}"
PAY-4395,ORD-90315,UPI,BillDesk,Success,"{""bank_reference_no"": ""SBIN3732213159"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""63.36.253.179""}"
PAY-4396,ORD-90441,COD,PayU,Success,"{""bank_reference_no"": ""YESB5933057363"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""12.239.73.44""}"
PAY-4397,ORD-90012,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC9099596606"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""89.75.254.210""}"
PAY-4398,ORD-90145,UPI,Razorpay,Success,"{""bank_reference_no"": ""AXIS3640917193"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""196.56.24.195""}"
PAY-4399,ORD-90087,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB6902427921"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""83.74.116.106""}"
PAY-4400,ORD-90447,Credit Card,PayU,Success,"{""bank_reference_no"": ""SBIN8355075124"", ""error_code"": null, ""processing_fee_inr"": 297.87, ""merchant_vpa"": null, ""ip_address"": ""205.25.14.143""}"
PAY-4401,ORD-90711,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS1157215100"", ""error_code"": null, ""processing_fee_inr"": 12.85, ""merchant_vpa"": null, ""ip_address"": ""185.67.38.160""}"
PAY-4402,ORD-90651,UPI,PayU,Success,"{""bank_reference_no"": ""AXIS6233820216"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""32.126.165.147""}"
PAY-4403,ORD-90139,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB8913183466"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""29.199.237.7""}"
PAY-4404,ORD-90445,UPI,Razorpay,Failed,"{""bank_reference_no"": ""FAIL5655865464"", ""error_code"": ""ERR_BANK_DECLINED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""110.21.84.102""}"
PAY-4405,ORD-90170,Credit Card,PayU,Success,"{""bank_reference_no"": ""YESB5471674789"", ""error_code"": null, ""processing_fee_inr"": 7.0, ""merchant_vpa"": null, ""ip_address"": ""11.174.136.146""}"
PAY-4406,ORD-90079,UPI,BillDesk,Success,"{""bank_reference_no"": ""AXIS7152564962"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""13.170.171.50""}"
PAY-4407,ORD-90491,UPI,BillDesk,Failed,"{""bank_reference_no"": ""FAIL2642270644"", ""error_code"": ""ERR_TRANSACTION_TIMEOUT"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""66.181.20.140""}"
PAY-4408,ORD-90301,UPI,PhonePe,Success,"{""bank_reference_no"": ""HDFC5648952124"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""30.182.78.138""}"
PAY-4409,ORD-90239,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""SBIN4979742135"", ""error_code"": null, ""processing_fee_inr"": 2.85, ""merchant_vpa"": null, ""ip_address"": ""218.4.151.184""}"
PAY-4410,ORD-90575,UPI,Razorpay,Failed,"{""bank_reference_no"": ""FAIL2433479019"", ""error_code"": ""ERR_GATEWAY_COMMUNICATION_FAILURE"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""153.226.16.130""}"
PAY-4411,ORD-90411,UPI,PhonePe,Success,"{""bank_reference_no"": ""SBIN2121568215"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""154.187.127.113""}"
PAY-4412,ORD-90223,Debit Card,PhonePe,Success,"{""bank_reference_no"": ""SBIN3814528616"", ""error_code"": null, ""processing_fee_inr"": 42.83, ""merchant_vpa"": null, ""ip_address"": ""57.236.12.160""}"
PAY-4413,ORD-90325,Credit Card,PayU,Success,"{""bank_reference_no"": ""ICIC4217519234"", ""error_code"": null, ""processing_fee_inr"": 134.52, ""merchant_vpa"": null, ""ip_address"": ""84.201.0.127""}"
PAY-4414,ORD-90541,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS5663801308"", ""error_code"": null, ""processing_fee_inr"": 78.67, ""merchant_vpa"": null, ""ip_address"": ""111.92.142.144""}"
PAY-4415,ORD-90587,UPI,BillDesk,Success,"{""bank_reference_no"": ""ICIC7179086991"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""174.229.19.6""}"
PAY-4416,ORD-90371,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""SBIN4752728579"", ""error_code"": null, ""processing_fee_inr"": 3.37, ""merchant_vpa"": null, ""ip_address"": ""70.198.118.46""}"
PAY-4417,ORD-90696,Debit Card,BillDesk,Success,"{""bank_reference_no"": ""SBIN2459525419"", ""error_code"": null, ""processing_fee_inr"": 4.66, ""merchant_vpa"": null, ""ip_address"": ""118.104.62.16""}"
PAY-4418,ORD-90726,Credit Card,BillDesk,Pending,"{""bank_reference_no"": ""PEND6581899301"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""14.85.15.116""}"
PAY-4419,ORD-90253,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""ICIC9018466673"", ""error_code"": null, ""processing_fee_inr"": 5.27, ""merchant_vpa"": null, ""ip_address"": ""218.221.74.246""}"
PAY-4420,ORD-90235,UPI,BillDesk,Success,"{""bank_reference_no"": ""HDFC7590586868"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""114.176.171.237""}"
PAY-4421,ORD-90197,UPI,Razorpay,Success,"{""bank_reference_no"": ""SBIN9137862629"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""71.76.54.100""}"
PAY-4422,ORD-90546,UPI,Razorpay,Success,"{""bank_reference_no"": ""YESB1762941246"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""11.26.58.196""}"
PAY-4423,ORD-90424,Net Banking,BillDesk,Success,"{""bank_reference_no"": ""HDFC1801836494"", ""error_code"": null, ""processing_fee_inr"": 74.88, ""merchant_vpa"": null, ""ip_address"": ""219.46.21.11""}"
PAY-4424,ORD-90485,COD,PhonePe,Success,"{""bank_reference_no"": ""ICIC6295864025"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""41.115.192.16""}"
PAY-4425,ORD-90108,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS5541726840"", ""error_code"": null, ""processing_fee_inr"": 2.64, ""merchant_vpa"": null, ""ip_address"": ""114.87.213.229""}"
PAY-4426,ORD-90138,UPI,BillDesk,Success,"{""bank_reference_no"": ""AXIS1475641654"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""121.99.83.116""}"
PAY-4427,ORD-90472,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""HDFC1886823531"", ""error_code"": null, ""processing_fee_inr"": 36.86, ""merchant_vpa"": null, ""ip_address"": ""132.210.150.139""}"
PAY-4428,ORD-90043,UPI,BillDesk,Success,"{""bank_reference_no"": ""ICIC9328604121"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""111.231.231.65""}"
PAY-4429,ORD-90531,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""SBIN1866306655"", ""error_code"": null, ""processing_fee_inr"": 56.77, ""merchant_vpa"": null, ""ip_address"": ""30.93.110.142""}"
PAY-4430,ORD-90008,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB4468468836"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""148.175.113.152""}"
PAY-4431,ORD-90527,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS9757802469"", ""error_code"": null, ""processing_fee_inr"": 34.12, ""merchant_vpa"": null, ""ip_address"": ""218.29.207.82""}"
PAY-4432,ORD-90322,Credit Card,BillDesk,Failed,"{""bank_reference_no"": ""FAIL8698070838"", ""error_code"": ""ERR_BANK_DECLINED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""105.23.179.85""}"
PAY-4433,ORD-90280,Credit Card,PayU,Success,"{""bank_reference_no"": ""AXIS2070025912"", ""error_code"": null, ""processing_fee_inr"": 43.29, ""merchant_vpa"": null, ""ip_address"": ""25.176.180.122""}"
PAY-4434,ORD-90674,Debit Card,BillDesk,Failed,"{""bank_reference_no"": ""FAIL3830727200"", ""error_code"": ""ERR_GATEWAY_COMMUNICATION_FAILURE"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""160.230.20.188""}"
PAY-4435,ORD-90544,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""HDFC4738939076"", ""error_code"": null, ""processing_fee_inr"": 20.69, ""merchant_vpa"": null, ""ip_address"": ""36.191.138.47""}"
PAY-4436,ORD-90337,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""HDFC7414480314"", ""error_code"": null, ""processing_fee_inr"": 13.29, ""merchant_vpa"": null, ""ip_address"": ""60.236.40.36""}"
PAY-4437,ORD-90002,Credit Card,PhonePe,Failed,"{""bank_reference_no"": ""FAIL6695183060"", ""error_code"": ""ERR_BANK_DECLINED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""87.153.101.149""}"
PAY-4438,ORD-90492,UPI,PayU,Success,"{""bank_reference_no"": ""YESB5486673879"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""172.157.37.36""}"
PAY-4439,ORD-90261,UPI,BillDesk,Success,"{""bank_reference_no"": ""AXIS6129924345"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""133.199.106.254""}"
PAY-4440,ORD-90617,UPI,PhonePe,Success,"{""bank_reference_no"": ""HDFC5881146883"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""152.155.92.103""}"
PAY-4441,ORD-90277,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS2981513233"", ""error_code"": null, ""processing_fee_inr"": 44.11, ""merchant_vpa"": null, ""ip_address"": ""17.80.14.221""}"
PAY-4442,ORD-90660,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""ICIC1693063999"", ""error_code"": null, ""processing_fee_inr"": 64.3, ""merchant_vpa"": null, ""ip_address"": ""22.6.14.198""}"
PAY-4443,ORD-90511,Credit Card,PayU,Success,"{""bank_reference_no"": ""SBIN8479455700"", ""error_code"": null, ""processing_fee_inr"": 1.57, ""merchant_vpa"": null, ""ip_address"": ""62.112.180.185""}"
PAY-4444,ORD-90098,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""SBIN5954229656"", ""error_code"": null, ""processing_fee_inr"": 28.66, ""merchant_vpa"": null, ""ip_address"": ""8.253.111.71""}"
PAY-4445,ORD-90033,UPI,Razorpay,Success,"{""bank_reference_no"": ""YESB6223395333"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""26.253.113.54""}"
PAY-4446,ORD-90234,Credit Card,Razorpay,Failed,"{""bank_reference_no"": ""FAIL6619209856"", ""error_code"": ""ERR_INSUFFICIENT_FUNDS"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""196.86.90.96""}"
PAY-4447,ORD-90412,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS4294730573"", ""error_code"": null, ""processing_fee_inr"": 3.95, ""merchant_vpa"": null, ""ip_address"": ""10.194.205.34""}"
PAY-4448,ORD-90362,UPI,PayU,Success,"{""bank_reference_no"": ""ICIC1392501735"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""92.4.59.68""}"
PAY-4449,ORD-90437,UPI,Razorpay,Success,"{""bank_reference_no"": ""SBIN4524134708"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""196.162.142.93""}"
PAY-4450,ORD-90238,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""ICIC3852325403"", ""error_code"": null, ""processing_fee_inr"": 42.13, ""merchant_vpa"": null, ""ip_address"": ""50.26.237.175""}"
PAY-4451,ORD-90670,UPI,Razorpay,Pending,"{""bank_reference_no"": ""PEND3692027250"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""53.167.206.172""}"
PAY-4452,ORD-90471,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS1518849078"", ""error_code"": null, ""processing_fee_inr"": 21.84, ""merchant_vpa"": null, ""ip_address"": ""131.89.244.227""}"
PAY-4453,ORD-90114,UPI,PayU,Success,"{""bank_reference_no"": ""HDFC2358241431"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""165.90.185.70""}"
PAY-4454,ORD-90209,UPI,BillDesk,Success,"{""bank_reference_no"": ""ICIC9873472374"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""70.12.98.168""}"
PAY-4455,ORD-90695,Debit Card,PhonePe,Success,"{""bank_reference_no"": ""HDFC6233679020"", ""error_code"": null, ""processing_fee_inr"": 12.05, ""merchant_vpa"": null, ""ip_address"": ""3.139.215.124""}"
PAY-4456,ORD-90688,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""YESB3444717125"", ""error_code"": null, ""processing_fee_inr"": 6.47, ""merchant_vpa"": null, ""ip_address"": ""41.159.183.115""}"
PAY-4457,ORD-90540,UPI,PhonePe,Success,"{""bank_reference_no"": ""AXIS3979507921"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""41.13.41.158""}"
PAY-4458,ORD-90044,UPI,PhonePe,Success,"{""bank_reference_no"": ""AXIS5584935508"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""217.237.107.25""}"
PAY-4459,ORD-90130,UPI,BillDesk,Success,"{""bank_reference_no"": ""AXIS4186066547"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""195.145.93.111""}"
PAY-4460,ORD-90554,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""ICIC9681045368"", ""error_code"": null, ""processing_fee_inr"": 37.53, ""merchant_vpa"": null, ""ip_address"": ""69.108.9.76""}"
PAY-4461,ORD-90517,UPI,PayU,Success,"{""bank_reference_no"": ""AXIS4252345725"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""56.27.131.135""}"
PAY-4462,ORD-90185,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""ICIC6903534019"", ""error_code"": null, ""processing_fee_inr"": 24.32, ""merchant_vpa"": null, ""ip_address"": ""149.5.194.133""}"
PAY-4463,ORD-90075,UPI,PayU,Success,"{""bank_reference_no"": ""HDFC9063079139"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""161.126.200.137""}"
PAY-4464,ORD-90639,UPI,PhonePe,Success,"{""bank_reference_no"": ""HDFC9493587758"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""155.25.23.5""}"
PAY-4465,ORD-90320,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""HDFC8442633408"", ""error_code"": null, ""processing_fee_inr"": 31.66, ""merchant_vpa"": null, ""ip_address"": ""8.74.172.27""}"
PAY-4466,ORD-90115,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC9043210080"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""43.137.109.123""}"
PAY-4467,ORD-90549,Credit Card,PayU,Success,"{""bank_reference_no"": ""AXIS3704895305"", ""error_code"": null, ""processing_fee_inr"": 19.9, ""merchant_vpa"": null, ""ip_address"": ""201.93.239.21""}"
PAY-4468,ORD-90352,Credit Card,PayU,Success,"{""bank_reference_no"": ""HDFC1877118282"", ""error_code"": null, ""processing_fee_inr"": 419.85, ""merchant_vpa"": null, ""ip_address"": ""201.241.241.1""}"
PAY-4469,ORD-90086,Credit Card,PayU,Success,"{""bank_reference_no"": ""ICIC3179371871"", ""error_code"": null, ""processing_fee_inr"": 11.97, ""merchant_vpa"": null, ""ip_address"": ""97.25.187.221""}"
PAY-4470,ORD-90156,UPI,PayU,Success,"{""bank_reference_no"": ""ICIC6346911997"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""108.187.144.126""}"
